Sentence,Sentiment
Müşteri arttıkça kalite düşüyor bravo turkcell her yerden değil baz istasyonun altında bile çekmiyor,olumsuz
turkcell sms olan begensin numaramı verim konuşalım.,notr
@BTKgovtr  Turkcell'in müşterilerini onlarca kat faizlerle soymalarını mağdur etmelerine neden sessiz kalıyorsunuz bir akrabalığınız mı var,olumsuz
TURKCELL AVEA VODAFONE  faturalı Hattınıza yada Vodafone  kontörlü hatta da olur  600 ila 4000 tl arası 1 saat icinde nakit para sağlanır..,notr
Turkcell reklamında Türkiye'de Superonline lidermiş ama o liderin interneti sürekli kopuyor aq iptal etcem aboneliği az kaldı @superonlinetr,olumsuz
Turkcell dibi gördü,olumsuz
yaklaşık 30 kere süper onlineyi aradm hala bi çözüm bulunamadi alt yapınızın allah belasını versın !! trkcellfiberint turkcell,olumsuz
@BoyLovatic_11 @FatmaSlny @Mylifeisbook @merveckr_ Ama şu Turkcell Platinium'culardan korkuyorum onlar 3 gün önden :D,notr
Bi cinnet herşeyi halleder bak turkcell ! Yeter yeter yeter !,olumsuz
Bu da Gonyalı'nın Turkcell şakası http://www.youtube.com/watch?v=ml_sY4lixD0&feature=related …,notr
Turkcell kullananlarıda işten atacakmısınız?!  https://t.co/WaiNEvoEoa,olumsuz
Segment Marketing takimi olarak Turkcell Kurumsal Elçiler Zirvesinde'ydik :) http://t.co/oWBPABu3XN,notr
Dilber ay'la sahan'in Turkcell reklamı süper olmuş :-))),olumlu
Siz siz olun sakın TURKCELL'e geçmeyin,olumsuz
turkcell sistemsel bir problem olduğu söylendi.sizin gibi bir şirket bu problemi nasıl çözemez ? amerika'nın önündeyiz dimi ?,olumsuz
Son demler (@ Turkcell Superonline Koç Center),notr
Harikasın Turkcell. Yaptığın reklamla kanıtladın bunu :D,olumlu
"Turkcell'in dağda, köyde, çayırda çekmesine bayılıyorum. Zaten bende apartmanda yaşamıyordum, dağda mağarada yaşıyordum. Sağol turkcell",olumlu
Turkcell ve Airspan 5G'de inovatif çözümler için biraraya geldi,olumlu
turkcell sesli betimleme son zamanlarda yapılmış en iyi iş,olumlu
internet paketim bitti ve turkcell 30 mb internet hediye etti ya hayatım kurtuldu teşekkürler turkcell,olumlu
Alışverişlerinizde Turkcell'den konuşma paketi hediye! Axess'e Peşin Fiyatına 3 Taksit World’e +2 Taksit avantajı... https://t.co/RvCt0T5VPQ,olumlu
@turkcellhizmet merhabalar ben 17 yIllIk turkcell kullanIcIsIyIm mUSteri temsilciniz kesinlikle yardImcI olmadI lUtfen yardImcI olurmusunuz,notr
#Turkcell Sesi Görenler Ligi Başlıyor: Turkcell’in ana sponsorluğunda Türkiye… https://t.co/v51Yu3Nx6u PetaBayt Blog,notr
medyum musun turkcell https://t.co/chbzgf2rkr,notr
Turkcell bi rahat birak beni ya gece bile mesaj atıyo arkadaş ??,olumsuz
Turkcell style reklamını izledikten sonra Turkcell'li olmaktan utandım,olumsuz
ramazan geldiGine gOre gelsin turkcell kampanyalarI |01,notr
"Turkcell'in 2010, 2011, 2012 ve 2013 yılları Olağan Genel Kurul Toplantısı, 29 Mayıs 2014 tarihinde yapılacak. (KAP)",notr
"Canlı Sohbet Hat - Hatları, Hattı, Numaraları, Turkcell, Avea, Vodafone http://wp.me/p4ibZm-4b  @wordpressdotcom aracılığıyla",notr
Turkcell dünyanın en saygın satın alma sertifikası CIPSi aldı,notr
"""Benim internet kaç megavat"" dedi....... hssjksshjsks ???? (@ BMT | Turkcell Superonline in Istanbul)",notr
GÜNDOĞDUDA JAMMER VAR AVEA HATLARDA NE MOBIL AG NEDE 3D KESINLIKLE CEKMIYOR. TEK TURKCELL CEKIYOR HABERINIZ OLSUN #direnalsancak,olumlu
Arkadaşın telefonunu aldım çaktırmadan sevgilisinin adını Turkcell diye değiştirdim okumadan siliyor mesajları ayrıldı ayrılacaklar yihaaha,olumsuz
Ekonomiye Kadın Gücü annelerine Turkcell’lilerden destek: Turkcell’in… http://goo.gl/fb/bKPwif  PetaBayt Blog,olumlu
Çılgın turkcell faturamı coşturuyor ve platinum pakete geçiriyor teşekkürler,olumlu
#SurvivorAllStar @acunilicali 3. SPONSORUN TURKCELL. KİMİN SMS 1. OLMASINI İSTİYORSAN MİLYON SMS YOLLAYIP ÇIKARIYORSUN. SONRA DA NOTER +++,notr
2.hattımın 45 lira değerinde gecikmiş faturası için şu an aktif kullandığım (15senelik)hattımı kapatmakla tehdit ediyor  turkcell turkcell,olumsuz
Turkcell şifremi unuttum amk ya,notr
2012 ilk gecis (@ Turkcell Maltepe Plaza w/ 13 others) http://4sq.com/vGTiaJ,notr
Kotasız internet istiyorum turkcell Allah belanı versin,olumsuz
Arayüzlerini geliştirdim diye demiyorum :) Turkcell Akademi Kurumsal LMS sahnede #TeknolojiZirvesi http://t.co/tvIVqWRaJX,notr
turkcell sen süpersin yaaa — mükemmel hissediyor,olumlu
"I'm at Turkcell Akın İletişim?? in Sakarya, Pamukova https://www.swarmapp.com/c/4ORIxv2DPdG",notr
Paketim yok iki sn net açayım dedim 150 kb a 5 tl mi sömürdü ?? turkcell.,olumsuz
Bu saatte mesaj atan Turkcell'i esefle kınıyorum. İçip içip mesaj atıyor heralde kaşar.,olumsuz
TURKCELL SESIMI DUYDU 31.OCAK 2015 E KADAR KAPANMIS BIR TARIFEYI TEKRAR ACTI 1000 DAKKIKA 1000SMS 4GB INTERNET SADECE 59 TL.HARIKA,olumlu
dolandIrIcI turkcell |44 |44 |44 |44 |44,olumsuz
denizin ortasInda Ceken internet mi teSekkUrler turkcell |24 |24,olumlu
"Turkcell, Fatmam ve hava durumundaki Havayı Koklayan Adam olmasa msj atanım yok hiç arkadaş :))",olumsuz
sahur paketini kullanma zamanı beleş olan her şey güzeldir değerlendirmek lazım ;) :d turkcell,notr
@Mujdekizilkan Mesajınız bizi onurlandırdı. Turkcell Platinum’u tercih ettiğiniz için teşekkür ederiz. +,notr
#TCELL Turkcell 4.çeyrekte piyasanın 532mnTL beklentisinin üzerinde 585mnTL net kar açıkladı.,olumlu
"Turkcell öyle tatlı ki paketime özel internetler, smsler... Çk svyrm :)",olumlu
Sakin bi şekilde uykuyu beklerken gelen mesj sesiyle sıçradım acaba o mu? Diye uçarak telefona gittim.... Gelmişini geçmişini s!k!m turkcell,olumsuz
sende adam degilmişsin turkcell. şehir merkezinde internetin sürekli kopması nedir lan vicdansız.,olumsuz
ayda yılda bir ınstagramdan mesaj gelmiş onda da internet paketim yok bravo turkcell ???,olumsuz
turkcell resmen cekmiyo ya boyle ilkellik,olumsuz
"Alanda turkcell iptal vaziyette. İnternet hic yok. Onbinlerce insan var, izdiham derecesinde kalabalik.",olumsuz
Ttnet ten internete nerdeyse hic giremiyorum. Turkcell olmasa internet yok. Yarin iptal ettiriyorum sevgili @ttnet,olumlu
o değilde 2 ocakta twitter ücretli oluyomuşş  ah turkcell vah turkcell,olumsuz
10 yıllık turkcell müşterliğimi bugün itibariyle sonlandırıyorum!!! Yettinizzz!! @Turkcell @TurkcellHizmet,olumsuz
Turkcell çarpılacaksın :),olumsuz
"@Turkcell benim telefon 4,5G ve Turkcell'i olmasına rağmen katılamadım",olumsuz
Dur bi mesaj atalım sevgilisinden zannetsin. -Turkcell,olumsuz
milletttt Turkcell Platinium hattı olan var mııı yaaa bi tanecik şifre lasım sadece :)),notr
@VodafoneMedya @VodafoneDestek @VFreeZone @VodafoneTR Red pakete Nasıl internet yüklenemez 3 gündür ugrastiyosunuz Turkcell e mi gidelim,olumlu
Faturayı odedim ya aq turkcell bugun hic mesaj atmadı kappeler sizi,olumsuz
Koptummm yeni Turkcell reklamı dilber ay&şahann muhteşem benim şarkım zorundamiyimmmmmm.:)))),olumlu
SİZCE TURKCELL Mİ TURK TELEKOMMU?,notr
neyse yarın bir turkcell bayine uğrayıp paketi öğrenmekte yarar var.,notr
%99 çekim gücüne sahip olan Turkcell %1lik çekmeme payını Umuttepe'ye vermiş anlaşılan.,olumsuz
EDİRNE- ÇAĞRI MERKEZİ MÜŞTERİ TEMSİLCİSİ - Turkcell ve Grup Şirketleri [Edirne - 22.02.2017],notr
Turkcell beni gerçekten sinirlendiriyosun,olumsuz
@aramidyarn Turkcell TV+ hizmetinizde yaşadığınız sorunun detayını DM'den iletmenizi rica ederiz.,notr
fenerbahçe kadar taş düşsün başınıza! turkcell turkcellhizmet superonlinetr,olumsuz
O değilde bu turkcell internet hediyesini niye vermedi..,olumsuz
turkcell ???????? ???? bana bi ulaş bişiy denicem ????,notr
Beşiktaş Vodafone inşaatında çalışırken Turkcell kullanan mühendisin görevine son verdi. via Akar Rıdvan Akar,olumsuz
#turkcellturkiyedir en bUyUk kazIGI turkcell atIyor haberiniz yok,olumsuz
Ne zaman bilgisayarı açsam 'ağa erişilemiyor'! internetsizlik eşittir turkcell superonline @superonlinetr,olumsuz
turkcell bana gece kullanmak için sürüyle gb vermiş. 23.00 itibariyle uyuduğumu çakmışlar.,notr
"bursa stad ismini turkcell'e satıyormuş, ordan iyi para gelir necid +de sutter+ cucak satılırsa bayagı düzelir mali işleri",notr
Turkcell-Harlem Shake temalı reklam çekmiş tv'de çıkınca dayanamayıp oynayalım diye.,notr
Turkcell benim isyanlarımı duyup salla kazanı yeniden başlatmış teşekkürler turkcell ama hala o 30 tlyi unutmadım,olumlu
Ölmüşlerini sikiyim turkcell tamammı,olumsuz
turkcell daha rezil bir müşteri hizmeti yok 20 dk dir bekliyorum. anca ücret kesmesini biliyorsunuz.,olumsuz
"Rezan Kiraz, Turkcell Akıllı Kadınlar Kulübü`nde sizler için burçları yorumluyor: Terazi Burcu Ağustos Yorumu http://t.co/PmV1uQItAs",notr
Sen onu seversin ama sabah gelen kutuna Turkcell'den mesaj gelir..,olumsuz
Turkcell  bugün sabahtan bu yana 532 yi arıyorum ama bir türlü hat düşmüyor. Telesekretere bile bağlanasam razıyım,olumsuz
yok turkcell yok pizzahut yok bilmem ne çalışanlarından atılan bir iki mesajı taciz diye atmayın anladık prim yapıyosunuz ama sıktı artık,notr
14 Şubatta Turkcell 14gb vermezsen çok kırılırım @Turkcell,notr
adblock gerçek hayatta da olsa keşke direk turkcell için kullanırdım şu ara. hayatımda böyle para göz bir firma daha görmedim ben..,olumsuz
4.5G Salla Kazan Kampanyası - TURKCELL,notr
nuri sahinli turkcell reklami okadar anlamsiz olmuski yani yaseminle bana verselerdi projeyi daha gUzel bisey cekerdik.. garanti |01 |43 |42,olumsuz
"@turk_telekom 3gb, 1000dk deGil 10gb 10000 dk verseniz ne olur kullanamadIktan sonra. turkcell in full CektiGi yerde servis yok. piSmanlIk!!",olumsuz
Turkcell'den 'Sana Özel' diye gelen mesajın aynısını arkadaşımdada gördüm.Küstüm Turkcell'e mesaj atmasın artık :,olumsuz
İşten çıkalı aylar oldu 1700? hediyecik geldi Turkcell seviliyosun kardeşim :))),olumlu
Turkcell'in avukati genc kadin arkadas cok panik ve sabirsiz. Hakimi kizdiriyor ve surekli azar isitiyor.,olumsuz
Sırf bir kaç siyasetçi yüzünden turkcell hattımı iptal ettim. Çok şükür artık ne mesajları gelir nede aramaları ...,olumsuz
Telefondan twittera girmek gittikce zorlasip zevksizlesiyor mu yoksa turkcell bana ozel her gun problem mi cikartiyor,olumsuz
Apple Watch Series 2 42mm 1459tl Turkcell sarı kutu puanı ile,notr
bu ihanetin bedeli olmalıydı. öğlen ofisin yanındaki turkcell'e gittim. faturamı taşıdım. 89 TL'lik tarifeye geçtim. mühim olan para değildi,olumsuz
__cemo turkcell kanka telefonu bi kapat aç düzeliyor,notr
"Turkcell’in uygulaması GollerCepte, kazandırıyor: Cep telefonu operatörü Turkcell’in uygulaması GollerCepte, kaz... http://bit.ly/uDemHb",notr
turkcell in sınırsız internet verip hızını sıfıra duşürdüğü uygulamayı lânetle kınıyorum turkcellhizmet müşterileri madur eden turkcel,olumsuz
"turkcell soruyor ya isteğinizi birkac kelimeyle anlatın;bende anlattım sadık,yakısıklı,merhametli,zengin,düsünceli hala baglayamadı kimseye",notr
@turkcell turkcell'den yazIlImcIlara yeni kariyer fIrsatI!,olumlu
Bugün itibari ile turkcell superonline ile olan bütün internet ilişkimi kesiyorum. Allah kimseyi bu firmanın eline düşürmesin.,olumsuz
Turkcell'de Elif isimli cagri merkezinde ki uzmanla bir omur filan konusurdum herhalde.,olumlu
Turkcell de çalışan biri varmı burda varsa acil bi donermisiniz bişey danışcam????????????????????????????,notr
Meydandaki turkcell aracina yaklastikca net gidiyor nedense!,olumsuz
eniştemin interneti harıl harıl çekiyo çünkü hattı turkcell babam diyo bak sen ne diye aveaya geçtin param yetmedi diyemedim,olumlu
Turkcell Profesyonel Kulübü üyeleri D&amp;R'da sadece bugüne özel TOP 10 kitapta %50 indirimden yararlanıyor...ben de kaçırmiim:),olumlu
"demek ki döner dönmez numaramı turkcell 'e geri taşıyacağım.. affet beni turkcell !! hoşçakal avea . reklamlara kandım, pişmanım :(",olumlu
Şu Turkcell'in yaptığı askerlerin olduğu reklam efsane yeminle ????,olumlu
reklamdaki cocuklarin sevimliligi turkcell'in antipatikligini kapatmiyor.,olumsuz
#enhuzunluveda ... iyi birşeyler okumalı YENI TURKCELL REKLAMI- BIR OPERATÖR MARKASI DEĞIL by @pekalkan http://bit.ly/ZebQV3,notr
Geleceği Yazanlar | iOS'in Android'den Ödünç Aldıkları Artıyor https://gelecegiyazanlar.turkcell.com.tr/blog/iosin-androidden-odunc-aldiklari-artiyor …,notr
"Avea numarasıyla turkcelle geçtim , numarayi değiştirip turkcell numarasıyla aveaya geçtim ne bu şimdi",olumsuz
Turkcell hastanede poliklinikte çekmeyen hattının baz istasyonuna... Anladın sen onu Turkcell..,olumsuz
"Ulan biz zamanında herkes Turkcell diye kazık Turkcell'de kalan,10.000 SMS paketi alıp onu da bitirmeye çalışan bir nesildik hey gidi günler",olumsuz
turkcell > vodafone :s,notr
@Hezdar62 turkcell sponsor oluyor,notr
az önce turkcell reklamı izledim kız interneti daha hızlı olan erkeği seçiyor,notr
turkcell 19 mayIs diye 2 gb internet hediye etti bi haftalIGIna ne kadar tatlIS bir operatOr |10 |10,olumlu
Turkcell iş ortaklarıyla milleti kazıklıyor.simcub nedir ya ki benden turkcell 24 tl ekstra ücret istiyor.Ayıptır.,olumsuz
sen bitmişsin turkcell,olumsuz
Turkcell den trip yedim aq,olumsuz
vodafonetr da cagrı merkezi aramak 46.25 tl. sizde ne kadar avea turkcell,notr
Turkcell'den 4.5G SIM'ine geçtik.Altyapıdan pek umudum yok ama 1Nisan'ı bekleyip göreceğiz,notr
Turkcell Süper Kupa penaltılar | Beşiktaş: 0 - Galatasaray:3  @YouTube aracılığıyla,notr
turkcell ceolarI gOrev baSIna,notr
"Turkcell'den gelen dumursal mesaj: ""Cesur boğaya biner misin? Kendine güveniyor musun? Rodeo Star'la kovboy ol, boğayı yumuşat.""",olumsuz
"turkcell, kadınlar günü mesajına oklava, çiçek, klavye yerleştirmiş. oklava ile kovalanın inşallah.",notr
hannibal ı izlerken telefonuma turkcell den gelen mesajı bile endişeyle okuyorum lan,notr
Turkcell 2017 Genç Yetenek Programı Turkcell'de işe başlamak isteyen üniversiteliler için. Hemen başvurun!…,notr
bu son turkcell reklamının tatlışkoluğu nedir böyle bayıldımm,olumlu
Bıktım senden Turkcell aylardır çözemiyorsun internet sorununu gayrettepede kaç kere mail attım form doldurdum yok rezalet resmen!!!,olumsuz
Tam bir gerizekalısın turkcell! Neden Turkcell'li olmadığımı bir kez daha anladım Turkcell,olumsuz
20 dakikadır 12saniyelik video göndermeye uğraşıyorum ocağın sönsün turkcell,olumsuz
"COOP4441 Turkcell Superonline ""Optical Networking""in son dersi 6 Ocak Cuma günü Superonline’ın Gayrettepe’deki binasında gerçekleşecektir.",notr
lan Su turkcell de bir tane uygun fiyata bir 3 lu paket yok ya..,olumsuz
Ajansta hipster takılan herkes yıldız tilbeli turkcell işinde ezbere yıldız şarkıları söylüyodu hiçbirinizin tarzına inancım kalmadı....,notr
"Turkcell den 10000 dk bedava konusma geldi bir haftalik, son iki gun kalan 9993 dk ???",olumlu
Teşekkürler turkcell.,olumlu
Senin sürekli kopan internet bağlantın batsın Turkcell bide 4.5g geçmekten bahsediyorlar daha 3gde hizmet veremiyosun!!,olumsuz
genC turkcell'in yIldIz tilbe'li sevgililer gUnU reklam Seysini gOrdUnUz mU. Co gUzel olmuS |36,olumlu
Halbuki ben Dilber Ay'in oynadigi Turkcell reklamindaki arkada keman calan kisilerden biri olmak isterdim...,notr
Turkcell'den pek haz etmem ama vapurlara gazete standi fikrini sevdim.,olumlu
#“Turkcell ve Koç Holding hisselerindeki anlık düşüş algoritmik işlem kaynaklı”,notr
turkcell gelisip bizim gibi yalnizlara iyi geceler mesaji atmali bence,notr
turkcell liyim avea mesaj atıyo amk,notr
Allah belanı versin Turkcell İnternet !!,olumsuz
turkcell kalite normal fiyat kazık. avea çekim gücü berbat. vodafonetr fiyat ve kapsama alanı iyi bide şu e-devlet mobil imzayı halletsen,olumsuz
Eee benim de sabrimin sınırları var Turkcell bunu çok zorladı byeeeee Turkcell,olumsuz
turkcell milleti ayakta sikiyo yemin ederim,olumsuz
"@sinanyyilmaz turkcell platinum 75 tl 6 gb internet,bin dk bin sms..4 bilet veriyor cinemaximum da..",notr
Sms'ye nasıl iptal ediyoruz bilen varmı?? / TURKCELL,notr
turkcell çok pahalısın anam başkalarını kandır,olumsuz
Turkcell internet kunlancagına ne bilim telgraf fln kunlan daha hızlı,olumsuz
Bir @YouTube oynatma listesine video ekledim:  Logo Yansıt Turkcell Logosu Dönen Yazı Uygulaması,notr
Hayat bazen turkcell kadinlar klubu'nun attigi mesaj kadar anlamsiz,olumsuz
@turkcellhizmet allahIm kurtar bizi bu turkcell eziyetinden...,olumsuz
Teşekkürler Turkcell. :),olumlu
Lan bana Turkcell bile mesaj atmıyo artık bu o denli bir yalnızlıktır,olumsuz
"7 Turkcell hattan sonra, Vodafone kullanmakta zormuş..",olumsuz
turkcell müzik gece gece yine sıkıntı yarattı öööffff :(,olumsuz
geçen haftaki turkcell sembolünü berna mı aldı survivorallstar,notr
Ebemi belledin turkcell... (cuma 00:15) http://instagr.am/p/N4WxBPHsRh/,olumsuz
Turkcell kadar utanmaz operatör görmedim. Ulan avealıyız hala zırt pırt arıyo. Mesajlar falan.Taciz resmen.Allam ya!,olumsuz
Turkcell benim canim ya 2 gun once bedava vermisti bugun yine verdi,olumlu
Turkcell seviyorum arkadas 7 GB internet vermisler gene bana.,olumlu
@izmircandir tahminen turkcell duble pahalıdır.,olumsuz
"@degirmencirfan  Sabah erkenden işe gitmesem bile kalkar seni izlerdim, Otobüste Turkcell Tv den açar yine seni izlerdim!! #Hayır",notr
"2015'in İstanbul'unda Bahçelievler'de elektrikler 5 saattir kesik, Turkcell 3G çekmiyor E'den zor bağlanıyoruz sonra da ülke çok gelişti.Peh",olumsuz
Avea sari arabayla Turkcell'e gondermisss! :),notr
10 yIllIk tecrUbeyle turkcell bana bi gUzellik yapar mi ki |07@turkcell @turkcellhizmet,notr
14 Şubat'ı sevmemin tek sebebi Turkcell bedava internet vercek onu bekliyoz...,olumlu
Turkcell numara taşıyana 8gb internet hediye ama ben direkt aboneniz oldum hediye falan yok. Kartım da 4.5G ama 1GB internet hediye gelmedi,olumsuz
6 gb internetim olmasIna raGmen hediye olarak 6 gb daha veren turkcell gUzelliGi hahahahah,olumlu
"'Soyup soğana çevirmek''sözünü atalarımız,Turkcell için söylemiş,olabilir mi?:(",olumsuz
Turkcell : savcılıga suç duyurusunda bulunacağım http://goo.gl/fb/is2j4,olumsuz
Mühendisname artık Turkcell Dergilik ile elinizin altında http://fb.me/3t3iZyzH3,olumlu
"CIkIyorum ulan turkcell'den, tUm ailemi kurtaracaGIm sizden, soyguncu, hIrsIzlar, vasIfsIzlar @turkcell",olumsuz
I'm at Uyaroglu İletisim (Yetkili Turkcell Satis Noktasi ),notr
"Telefonuna mesaj geldiğinde ""Acaba o mu diyorsan sevinmelisin,hala umudun var demektir. Bir de ""Amann Turkcell'dir diyenin halini düşünsene.",olumsuz
