Sentence,Sentiment
"O kadar yalnýzým ki gelen kutumda ""D'S, Burberry, Lacoste, Turkcell, Avea..."" Yeterli sanýrým",3
nerde Turkcell kurumsal iletisim nerde BMW. Bosuna Turkiye'nin guvenilir markasý degiliz..,3
avea'dan gordugum 270 tl lik faturadan sonra Turkcell bana eli opulesi geldi :),1
Bu geceki Facebook gündemi Turkcell in sms fiyatini 14tl ye yukseltmesi.,2
iphone 4 üm yetiyor bana s de neymiþ :D,3
:))) en iyi çekim gücü turkcell de var  yinede,1
"Serdar Erener ""Turkcell reklamýnda AKP'yi görenler Türkiye'yi kaçýrýyor"" diyor bu hafta Ekonomist'in kendisiyle yaptýðý söyleþide..",3
beni unutmayan tek adam turkcell,1
Kontörlü hattayken gizlice týrtýkladýðýn kontörlerimi unutmuyorum türkcell,2
"Apple Londra'da ürünü alýr almaz mail göndermiþti.  in çaðrý mrk. arayinca SMS geldi,bizi ücretsiz arayýp bizi deðerlindir",1
#turkcell twitter pakedide yapsanýza kanka,3
: ))bide heryerde 4 çeker diyorlar..,2
ama hayat paylaþýnca güzel lazým yani:D,1
yarýn turkcell'i basalým o zamn,2
Bu türksel herkese bedava veriyor da bana niye vermiyor mal ya,2
bu kubat'ýn söylediði Turkcell zara'nýnkinden daha çok çýkýoo:(Neden acaba?Zara'nýn söylediðinde intihar daha mý çokmuþ?:)Normaldir:),3
bu gece sevgilim hiç susmadý yani türksel,2
"Köprünün üstünde 3G çekmeyen Turkcell hayýnsýn, zalýmsýn",2
"#Turkcell ve #Vodafone bu gün mesaj atmadý , kesin baþlarýna biþi geldi..",3
1'e 5 veren Turkcell kampanyasýnýn yüzünün Serdar Ortaç olmasý hiç þaþýrtýcý gelmedi nedense.,2
Saðolsun turkcell telefonum tamir olana kadar kullanmam için bb curve vermiþ de nerde bunun tuþ kilidi yüz saattir arýyorum yok imdat ya,1
Sabah afyonum patlamadan tlf çalýp actiginda Turkcell'in band kaydý olduðunu anladýðým an içimden söylediklerim ... :/,2
tcell= uç kaaat,2
selocan sut icerken bana transformers gelin arabasi aldi.,3
teþekkür ederim selocan:)),1
"Düzenli olarak bana mesaj atan Havayý Koklayan Adam!Lütfen býrak artýk beni.Olmuyor iþte,yürütemiyoruz.Konuþ Turkcel'le de bir nefes alayým!",2
#2011MARKA keske suan orada olsam:( Turkiye'de gerceklesn en degerli olusumlardan.Benim icin konferansn en degerlisi ise tabiki TURKCELL;),1
4 çeker 5 çeker hikayeeeeee  en az 4-5 kez cagrý merkezine telefon acmama raðmen TRABZON'da þehir merkezinde telefon cekmiyor,2
Turkcell çözüm ürettimi yani?,2
4 dakkalik bi sarkiyi en az 30 gunde ceker diyorum ben,3
vapurda gazete dagitiyorsunuz. Guzel hareket de dagittirdiklarinizi iyi secmiyorsunuz galiba. Kustahlik &amp; terbiyesizlik zirvede,2
"Çin, Türkiye ekonomisine olan güvenini,  için verdiði 250 milyon dolarlýk krediyle kanýtlamýþ oldu.",1
Bu Turkcell ile  aramýz her ne kadar iyi olmasa da böyle hediyeler verdikce gözüme giriyorlar :D,1
o zaman ne yapmalýyýz? Turkcell'e Can'ý koymadýklarý için ne kadar büyük bir hata yaptýklarýný gösteren bir mesaj?,2
#3kelimeyle2011 Gelecek Güzel Gelecek,1
"Turkcell'in çekmesi için gerçekten de baz istasyonu kurulmasý gerekiyormuþ,,,",2
"Check out my result from    Turkcell Superonline, harbiden süper :))",1
"SAHOL, TCELL, ISCTR, GARAN Hisse Önerileri: Gedik Yatýrýmýn hazýrlamýþ olduðu piyasa üzerinde etkili hisseler il...",3
"""Þubat ayý kaç yýlda bir 29 çeker?"" sorusuna ""1 yýlda"" ya da ""4 ayda"" diye cevap veren süper zekalarý da kutluyorum",3
sen vodafone gibi aný yaþarken ben seni turkcell gibi her yerde çekemem..ahahah iyiymiþ :),3
"Turkcell online islemlerden bilinmeyen numaralara gizledim numarmi, olmadi bir kod ile yapdim.. &gt;&gt;&gt;",3
"Ümit ,Yarýþ,Avcunu Yalama",3
iPhone 4s 16gb Turkcell kontratsiz fiyati 2150 lira.Merak edenler icin.,3
beþiktaþ'ýn orta yerindeyim. internet edge. arada bir edge'den hallice 3g çekiyor. teþekkürler #turkcell.,2
arkadaþ tcell de bir kere bile yaþamadýðým bu eziyeti vodafone yaþattý bana.. en kýsa zamanda tekrar dönücem,1
"Merhaba Wolfteam Oyuncularý,  Ýlk Turkcell Mobil Ödeme Etkinliðine katýlamadým diye üzülmeyin. Turkcell Mobil...",1
#turkcell dogum günü hediyen için tesekkürler :),1
elimi hünkarca ýsýran kediye internetimiz KKTCnn en hýzlý interneti olacaðý vaadiyle bizi kandýran süperonline'a çok büyük küfürler hazýrldm,2
Liseli Turkcell,3
Turkcell kýlým sana.Ne yaparsan yap ekmek yok sana,2
"Önce avea'ydým turkcell'e geçtim.sonra avea oldum,þimdi bir daha turkcell'e geçmek istiyorum maþallah :D",1
Sertap : hakan tecavüze uðruyorum .!! aaa Hakan : Hayat Paylaþýnca Güzel .!,3
Bu Turkcell yedekleme programý kesinlikle bozuk,2
bu turkselde gecýrýyoda geciriyor 29 fatura 50gelýyor bigecýrmeyen sen kalmýstýn türksel sende gecir okey,2
"4 yillik tecrubeme dayanarak söyleyebilirim ki; ""her yerde 4 çeker"" büyük yalan! Bu Turkcell Bakirköy'de cekmiyor.Günesli'de hic cekmiyor...",2
Tesekkurler Turkcell,1
"Bu turkcell ve garantide kampanya manyaðý bi takým adamlar var, sürekli cep ten mesaj, kardeþim daraldým yaaa, hayattan soðuttunuz beni",2
telefondan mesaj atamýyorum ki sana yaa turkcell'e geçmelisin :),1
tabiiki turkcell yurtdisi paketi aldim ;),1
turkcell müþt hizmetleri..,3
Sagol Turkcell sen uyarmasan cekilisle bmw kazandigima inanacaktim.,2
Bir gün turkcell þöyle bir msj atýcak; o kadar msj attým neden cevap vermiyorsun.!,2
"CHIP Ýþte iPhone 4S fiyatlarý!: iPhone 4S Avea, Turkcell ve Vodafone ile Türkiye'de satýþta... Ýþte tarifeler ve...",3
ben 3 yýldýr turkcell kullanýyorum faturamýn sabýt fýyatý 80 lira ama hiç 100 un altýna ýnmýyor. al reyis 2000 dk vodafone mis:),2
#turkcellmuzik Bengü Hiç bitmesinn bu   seni çok seviyorummm türkcell çok teþkkürler bize böyle bir aný yaþattýgýn için,1
Öðrenmek istediðiniz numara Turkcell numarasý deðildir diye bi mesaj geldi sanýrsam numarasý taþýyanlardan biri... siktir et uðraþamam ya...,3
'lutfewn býr turkcell ýletýsým noktasýna gidin'' bos gezýoruz býzým ýsýmýz gucumuzyok sanký kalkýp eve gdp fatura bulup sana kosucam!!,2
Ahh be caným ben senin superonline alacaðýný bilseydim kesin sana engel olurdum o adil kullaným koþullarý yüzünden kardeþim,2
Ankara Kocatepe'de çalýþýyorum. Kýzýlaya 500metre. Fakat altyapý nedeniyle fiber internet kullanamýyoruz.,2
BUYUK FIRSAT ve RUMARAli turkcell mesajlari bi daha gelirse turkcelli terkediyorum. Geri mesaj bile atmaya calistim düs yakamdan tcell diye,2
Turksel amca yapmiyo artik sana oyle kiyaaklar kanký,2
"Ýptal etmek istersem, taahhüdüm baþlamadan evvel ki kampanya fiyatlarýný da dahil ederek 400 küsur lira bedel çýkartýyor. Çakal #Superonline",2
"Ýphone 4S Türkiye’de:  Ýphone’un yeni modeli Ýphone 4S, Turkcell tarafýndan satýþa sunulacak.",1
Justin Bieber Konseri Ýçin 25 Haziran 2012 (sanýrým Turkcell Kuruçeþme) Tarihi Konuþuluyor.Bilet fiyatý Bile...,3
bugün kesilen internet kendi kendine yeniden açýldý  süperonline yaptýðý hatayý kendi kendine anladý :D,1
Bir iPhone neden 3g baðlanmaz?Turkcell sorun bende deðil der.teknik servise de gitti geldi.Ndn hala 3G görmez?bu tel. amacý bu deðil mý?,2
"Beyazin casino esprisi , þahanin tcell reklamýna benzemiyomu , makina icindeki adam ..",3
de  olmak sizi cok gizemli bir insan yapar.gun boyu ulasilamazsiniz.,2
Kontoru bir gun gec alinca turkcell'in burnu sürtsün dercesine internet paketimi yenilememesi hic hos bir davranis degil,2
Bugünlerde turkcel beni pek bi seviyor,3
Turkcell numaramý taþýdýðým Ýçin benim de hatýrýmý sordu 99.40 tl kadar ayný gun internet tamamý,2
napcezzz selocan da cagirmiyor hic,3
Hayat Paylaþýnca Güzel ;)  :DD adalet,3
benim dikkatimi turkcell cekti huyumdan sanirim hep zirvedekiler dikkatimi ceker ve  takip ederim:),1
"Samsung Chat 527 kolay kullanýma sahip olan, hýzlý mesajlaþmak isteyenler için ideal bir cep telefon... Haberin Devamý",3
Turkcell sagolsunn :D,1
tabi canýmmm sýrf faturalý olucam internet paketim olucak diye sattýn sen turkcell'i adamsýnn yaaa :D,3
Öntaleplertoplanýyor.Kimler iPhone 4S 16 Aralýk'ta kapýsýnakadar gelsin istiyor bakalým,3
turkcell in onca sacmaligindan sonra vodafone tek bi kabahat islemis bise mi. Op basina koy bence :),2
turkcell rom'lu alsam rom'u degistirebilirim degil mi?,3
hoþgeldin aramýza. hayata baðlan Turkcell'le Hazal.,1
abime dön adam satýþýný yapýyor turkcell :D,3
sahan in oynadýðý son Turkcell reklamýna cok güldüm bsbdbdhdfnbzhgczzvzvzjddhdjdjzg,1
#3kelimeyle2011 hayat paylaþýnca güzel ....  :),1
00.00 da Turkcell mesaj attý. Beni sevdiðini biliyordum.,3
2 buçuk aydýr tanýmayan turkcell beni sesimden tanýmýþ bulunmaktadýr!! bunu kutlamalý.,1
hala hatti mi tasimadi..  mi hattimi vermiyo size anlamadim?,3
"simdi ise 32 GB 'lik flash bellekler kullaniyoruz, o bile yetmiyor yeri gelince.....",3
Mail ayarlarým bozuldu.  Yardým !,3
ama turkcell den baþka kaliteliside yok yani...,1
"Tesadufe bak. :) ayrica  turkcell internet bi' gidiyor, bi' geliyor. Sikayetim var. :)",2
"elektro wortt ,AZINA SIÇSIN TURKSEL T20  senin emii kakaldýnýz lan bana bu çöpü((",2
Turkcell müsteri hizmetleri aramýs sadece 532 ise peri .,3
Ýste sihirli cumleler;Turkcell beni sesimden tanir ve aveada sifrem sesimde sakli,3
superonline tabii kii!,1
"turkcell cok ucmus, avea kazanir... Bir sonraki iphone aveadan gelecek belli oldu.",2
Cem yilmazin oynadigi turkcell reklami ne öyle ya gülme krizndeym süper yapmislar :DD,1
seyahatperest:)),3
önemli deðil cnm..ne demiþler hayat paylaþýnca güzel:))yazýmýnda kendi çapýnda bir karakteristiði yok deðil:)))teþekkürler:P,1
sýkýldým artýk sizin saçma sapan uygulamanýzdan bidaha kampanyalý telefon almakmý Töbeler töbesi olSun 2.hattýmýda Turkcel çekecem,2
"Coca Cola nun ""Umut"" müziði alýp çocukluðuma götürdü sanki, çok sevdim. Ajitasyonsuz oluyormuþ demek. bkz. Turkcell",2
Okulda Turkcell'liler internete giremiyor. Mit'ten falan þüphelenmeye baþladýk artýk,2
muzýk paketý yapcaz dýyýp 10TL'ni alýp býrsey yapmayan turkcell eský sevgýlýnýzle kankýymýs kýzlar haný sovmek ýsterseniiz,2
Turkcell gibi fiyat çekecekseniz hiç getirmeyin.,2
"çok sýkýldým bu Turkcell den, ayrýlsam kime geçicem hepsi ayný bok :(",2
#3kelimeyle2011 Turkcell beni uzdu.,2
küçük küçük baðýþlar büyük umutlar turkcell 1234 vodafone avea 2345'e 'CGD' yaz yolla  diye okulumuza bi tuðlada sen koy :))),3
HAYAT PAYLAÞINCA GÜZEL...GERÝSÝ TEFERRUAT...,1
yaaaaaa tam  kýzýp iphone4s almayacaðým dediðim anda bu bana yapýlamaz! isyan ediyorum!,2
"beni yine unutmadi. her zaman hatirladigi ve yeni yilimi kutladigi icin en vefali yarime tskrler, iyiki varsin TURKCELL:D:(",1
1 Turkcell bený sesýmden tanýr 2 Turkcell bený sesýmden tanýr 3 Turkcell bený aasdfghjksasdfghj yeteeer beeeee -adamý delýrtýrsýn turkcell.,2
iphone 4s satýsa cýktý ve inanýlmaz ama gercek en ucuza satan Turkcell!acaba bize nasý yol su elektrik olarak doncek bu durum,2
'e bir fýrça daha attým. akþam akþam rahatladým :),2
Çok pisliksin türksel -.-,2
Neden mesaj gönderemiyorum?,2
valla 3g bile cekmiyo bazen turkcell i aradm gecen telefon cekmiyo derken yine kesildi.geri bile donmediler.rezalet:),2
twitter'ýn Güzin Ablasý oldunuz. Ben de Turkcell den þikayetçiyim. 2 aydýr sorunumuzu gidermediler dikkat! gideremediler deðil!,2
yok dava acmam terk ederim,2
Þu son avea reklamýndan etkilendim. 4 TL'ye 100 DK Her yöne.. çok iyi tarifeler var. Turkcell yeter!,2
..Bugün de mesaj atmadýn.. kesin baþka biri var  ..,3
Lan bu Turkcell niye bu kadar kazýk,2
Superonline fiber rezalet devam ediyor,2
O'nunla kavga edersn ve ondn bi msj beklrsn ya o anda tlf. bir msj gelr heycanla bi bkarsn ki o msjý atan turkcel iþte o an yýkldðn an'dýr.,2
mrb. výnn hattýmda bulunan data sim kartý iptal olmuþ. yenisini almanýn ücreti nedir ve hemen kullanabilirmiyim saygýlar..,3
bugün tam 23 kez arayan superonline  derdin ne anlayabilsem,2
2011 yaþandý bitti.,3
"#osesturkiye, sosyal medya entegrasyonu için daha o kadar çok yol var ki gidilecek.... #Turkcell #Acun",3
"Saat 17'ye kadar Ankamall Turkcell Teleses'teyiz,bekleriz :)",3
Onlarýn bulamadýðý çözümü biz bulduk ailece 4 hat Vodafone'a geçtik. Sorun kökten çözüldü :),2
Turkcell'deyim þimdi. Karþýlaþýrýz bi'yerlerde ;),1
Dur bi mesaj atalým da sevgilisinden zannetsin.  -Turkcell,2
Bence hayat paylaþýnca güzel lalalalalaalaaaa,1
#osesturkiye de turkcell sponsorlugunun dibine vurulmus .. Gormeyen kalmadi o sunucudan buyuk gnctrkcll yazisini,1
"ve eski numarani bulamiyorsan git, vodafone , türkcell yada avea shopa hangisi ise, ordan numarani geri al kaybettim de. :))",3
Bihter'cim bu Cumartesi parandan kesicem haberin olsun. Zira sana attýðým SMS'in haddi hesabý yok. Turkcell bu ay beni öpecek. :),2
ilk fýrsatta hattýmý iptalý iptal ettireceðim. tebrikler.,2
"#sonundabudaoldu 206 ülkede günde 1,7milyar bardak içilen Coca-Cola'nýn gizli formülünü Türkiye Paz.Direktörü açýkladý!",3
kötü espiri yapanlarý seçiyorlar yaw nokiada 3 hafta boyunca ne çektiðimi gördün sn turkcell 15 dakikada hediye etti :),1
kesinlikle ! 7 ayri yere ugradim oluorm muzekkere gormk istemiorm.. desemde daa turkcell ve ITO bni beklio :(,3
Ölmeden önce söylenen son sözler; (calisilan sirket turkcell)Sayýn patron arkadaþlarla birlikte topluca vodafone'a geçiyoruz (toplu katliam),2
"önümde farklý boyutta 4 ekran, sözde internet baðlantýlý 3 alet; 1 biri çalýþmýyo 1 biri. turkcell d ttnet d internet isini çözemedi gitti.",2
"Paramýzla rezil oluyoruz: Saçma sebeple hat kapatan Turkcell, neyin kafasýný yaþýyorsun!?",2
"Turkcell musteriden evrak istiyor,musteri yolluyor,gelmedi diyor islem yarim kaliyr.Bezdirme politkasi iþliyor",2
elimde Ýphone olsaydý size ne güzel resimler yolardým vermediniz ki:((,3
Bu da alana kadar müþterimsin sonra ne halin varsa gör diyen bir anlayýþ vee numara taþýma numaralarýna dikkat!!,2
numaramý degýstýrýcem yoksa ýstemem yaný býlýyosun turkcell. Paylas benýmle tl lerýný #hayatpaylasincaguzel,2
bu uygulama mesajlarýný gelmesini istemiyorum nasýl kapatabilirim. Uygulama mesajlarý sayesinde  tekdir..,3
"sozlesmesini yaptiginiz aramadiginiz , aramalarina donmediginiz aboneleriniz dahil mi buna",2
hahaha turkcell beni seviyo :),1
Bir ay boyunca haftanýn bir gunu diyor konus diyor baðýra baðýra ama bir saat yazýsýný ekranda gösterio söylemiyor UYANIK turkcell,2
"iPhone 4S Reklamýnda Sadece Kameraya Dikkat Çekmesi,Sanki iPhone Baþka bir iþe yaramýyormuþ havasý veriyor.Beceriksiz bi reklam",2
Ruyamda Turkcell'den telefon edeceðinde önce telefondan çýkan reklamý dinlemek zorundaydýn. Ýþim de acildi ve ruya dediðim þey kabustu.,2
2011 Turkcell Blog Ödülleri'nde ilk 3'te yokuz. Dilimin Ayarý Yok'u 143 blog arasýndan ilk 10'a taþýyan herkese çok teþekkürler... :)),1
"cekim gucu - turkcell = victoria melegi , vodafone = hadise.. Kapsama alani-victoria 180cm , hadise 160cm",1
Cep telefonu melodýsý turkcell sarkýsý olan adam mehmet emýn karamehmetýn oglu herhalde.,2
superonline :),1
"Selocan okula geldiii, mineyle kübra çok çabaladý ama göremedi",3
"#turkcellmuzik Turkcell'e teþekkürler ""Fly to stay alive"" çok güzel Anadolu Kartallarýnda duyduðmda resmen uçmuþ gibi oldm yani Fly baby Fly",1
ya hýc sorma bý turlu yýldýzýmýz barýsmýyo su turkcelle gýt hallet sen ama ozellýkle baglarbasýndaký turkcell olsun dýmý asfgasf,2
"Turkcell hayatý paylaþmaktan yorgun düþmüþtür, siz baþýnýzýn çaresine bakýn:)",2
"internet ve telefonda superonline 'a transfer oldum.20 mgpt sýnýrsýz  internet 44 tl telefon vergiler dahil 7,5 kr sabit ücret yok",1
numarasýný turkcell'den vodafone'a taþýyan ve de memnun olan var mý?,3
allah belanýzý versin.ulan acil iþim olsa kanser edersiniz adamý ben ses tanýma kaydý yapmak zorundamýyým kardeþim.,2
"Bugun turkcell cagri merkezini aradim, remen buyulendim tebrikler #turkcell",1
Bu turkcell müzik muhabbetini sevdim :),1
Ýnternet paketimin bytelari yerinde sayýyor insallah turkcell sonunda öpmez beni :),2
Serhat ile baðlan hayata,3
"Manga Konseri harikydý.Acun Ilýcalý'ya,Manga'ya ve Turkcell'e teþekkür ediyorum.",1
"gerçekten cok tsk ederim 2 gündür hattýmý kullanamadýgým için,sistemlerinizin.neyse kötü oldugunu söyliyim yeter",2
Ýstanbul'un ortasýnda bizim evde ve dershanede telefon çekmiyor.Nerde  in çekim gücü?,2
turkcell,3
"Karamehmet'in her sektorde kalitesini yerlerde surundurmesinden dolayi kvk, digiturk, turkcell hepsi batsin gram uzulursem adam degilim...",2
"bahcelievlerin her yani oyle. Gul sokak da oyleydi, yayla da oyle...",3
benim telefonumdan gokaya aticam diye baska bi numaraya mesaj atti turkcell gibi duruyodu ama hattini tasimis,3
özturkcell e geciþ yap ;) :))),1
ile Aný yaþa..  ile Paylaþ..  ?,3
hayat paylaþýnca güzel hilal ;) la la la,1
"Bu turkcell'in bana karþý boþ olmadýgýný sölemiþmiydim sizi , gecenin bu saatinde hanginize böle üst üste mesaj atýyor hanginizeee :|",2
kubat lý turkcell reklamý nasýl mý? b.k gibi o kadar nefret ediyorum ki çýktýðý gb kapatýyorum.. Syn Ciliv sen böle hatalar yapmazdýn ama!,2
daha yeni mý.,3
bana yurtdýþý tarifesi öner! 2012 tahminlerimde faturamýn düþecek olmasýný tahmin etmeyi istiyorum! ilgi istiyorum.þevkat filan.,3
"Bu turkcell iyice mala baðladý,kampanya msjlarý yetmiyormuþ gibi bi de sesli olarak arayp kampanya dinlettler bana ya sapýk mýdýr nedrler ya",2
"Bye bye avea, selam turkcell",1
ayyyyyyyyyyyyyyyyyyyy &lt;3,3
"in iphone 4s sloganý cok amotrce olmus:""Bugune kadar yapýlmýs en iyi Iphone"":)",2
Ýnanamadigim harika bir gundu. Suana kadar. Mal turkcell eksik olmasin,2
hayat paylaþýnca güzel:),1
bakýn bu reklamý zor yaparlar hattýmý filan fiyat aman en ucuzundan promosyon falan filan yollayn bide  ý unuttunuzsiz,3
#Turkcell’den Bireysel #iPhone 4S Fiyatlarý  #apple #haberler #iphone4snekadar,3
"#3kelimeyle2011 Saglik,saglik,saglik..",3
Kýmle bu kadar konusuyorsam her ay turkcell kýtlýyoooooor!,2
"3TLye sýnýrsýz Face yerine 5TLye sýnýrsýz sosyal paketi yapsanýz,Twitter,G+ vb. tüm sosyal ortamý dahil etseniz...",3
Birini aradigimda 'sinyal sesinden sonra mesaj birakiniz'i duyduktan hemen sonra gelen mesaj turkcell'in sapik oldugu izlenimi uyandiriyor.,2
depremzede nin yanýndayýz deyip sormadan ertelediginiz faturayý topluca geçirdiniz Turkcell'e baðlandýk hayata,2
MÝY-Ankaragücü Maçý Esnasýnda Turkcell Maç Skorunun Saçma Sapan 4 Defa Göndermiþ Olduðu fb 1- Trabzonspor 0...,3
çalarken dinletlerde Blues müzikler niye yok?!,2
Yarin iphone 4s geliyor bence turkcell bayisinden gorcem artik 15 tatilde saturn magzasina gider kullanirim,3
bu arada süperonline internet 50 gb downloaddan sonra hýzýnýý 10 mbt ten 1 mbt e düþürüyomuþ.haberiniz ola.sýnýrsýz diye gaza gelmeyin.,2
hahahahah :D birisi benimle Turkcell bayisine gelirse bbmimi actiririm ama tek basima ý-ýhh,1
"sayýn   sað olsun beni aradýðýnýzý belirtti ama mesajla. Ýyi seneler diler saðlýk,mutluluk ve bol kazançlý bir yýl dilerim.",1
mutluluðun sýrrý = paylaþmak :) nede olsa hayat paylaþýnca güzel ;),1
En beklenmedik anda bi msj gelir heyecanlanýrsýn açmak için sabýrsýzlanýrsn bi bakmýþsýnkiki Turkcell den gelmiþ #yýkýldýðýman :(,2
